Date,Close,Volume
2001-06-15,36.12986373901367,1067400
2001-06-18,35.899444580078125,282600
2001-06-19,36.00004577636719,1777600
2001-06-20,36.37974548339844,476000
2001-06-21,36.67181396484375,240400
2001-06-22,36.43816757202149,180600
2001-06-25,36.20391082763672,30400
2001-06-26,36.10957336425781,146600
2001-06-27,36.11280822753906,114000
2001-06-28,36.55527877807617,357400
2001-06-29,36.76349258422852,215000
2001-07-02,36.861114501953125,290000
2001-07-03,36.84159851074219,56800
2001-07-05,36.4218864440918,627600
2001-07-06,35.462127685546875,777000
2001-07-09,35.68986511230469,850000
2001-07-10,35.2181396484375,218000
2001-07-11,35.2636833190918,47200
2001-07-12,36.09980773925781,64800
2001-07-13,36.27225112915039,430000
2001-07-16,35.852542877197266,46400
2001-07-17,36.275489807128906,183400
2001-07-18,35.898094177246094,54400
2001-07-19,36.09980773925781,18600
2001-07-20,36.10305404663086,11600
2001-07-23,35.47840118408203,52000
2001-07-24,34.987144470214844,102400
2001-07-25,35.429588317871094,519200
2001-07-26,35.8818359375,65000
2001-07-27,35.94364547729492,208000
2001-07-30,35.91435241699219,25600
2001-07-31,36.06076431274414,119200
2001-08-01,36.21693420410156,237400
2001-08-02,36.330787658691406,62200
2001-08-03,36.20391082763672,17600
2001-08-06,35.78745651245117,30400
2001-08-07,35.852542877197266,29200
2001-08-08,35.201866149902344,54400
2001-08-09,35.305992126464844,56200
2001-08-10,35.44913482666016,114200
2001-08-13,35.51093292236328,34200
2001-08-14,35.432857513427734,38600
2001-08-15,35.127037048339844,49800
2001-08-16,35.234405517578125,42800
2001-08-17,34.69758605957031,84600
2001-08-20,34.94160079956055,71800
2001-08-21,34.453575134277344,69800
2001-08-22,34.77242660522461,326800
2001-08-23,34.726863861083984,31000
2001-08-24,35.36128234863281,52400
2001-08-27,35.234405517578125,75600
2001-08-28,34.645530700683594,61600
2001-08-29,34.32020568847656,90000
2001-08-30,33.80614471435547,111800
2001-08-31,33.94930648803711,69800
2001-09-04,33.770355224609375,71600
2001-09-05,33.72156524658203,45800
2001-09-06,33.038352966308594,90600
2001-09-07,32.37141418457031,133200
2001-09-10,32.61539459228516,75200
2001-09-17,31.06678009033203,410000
2001-09-18,30.66987609863281,318400
2001-09-19,30.25669288635254,257200
2001-09-20,29.28067779541016,218200
2001-09-21,28.808917999267575,223200
2001-09-24,29.839031219482425,578000
2001-09-25,30.119813919067383,190000
2001-09-26,29.88801002502441,244200
2001-09-27,30.18512344360352,406200
2001-09-28,31.001392364501957,365800
2001-10-01,30.72058868408203,922000
2001-10-02,31.09932327270508,983400
2001-10-03,31.64786148071289,722600
2001-10-04,31.75234603881836,579000
2001-10-05,31.7686767578125,338000
2001-10-08,31.55644416809082,726800
2001-10-09,31.347484588623047,466400
2001-10-10,32.091896057128906,665600
2001-10-11,32.67960739135742,540200
2001-10-12,32.43146133422852,353400
2001-10-15,32.47718048095703,458600
2001-10-16,32.660011291503906,1283000
2001-10-17,31.99721336364746,516200
2001-10-18,31.830686569213867,476600
2001-10-19,31.91886711120605,536800
2001-10-22,32.39555740356445,449800
2001-10-23,32.27473449707031,397600
2001-10-24,32.25840759277344,445000
2001-10-25,32.71552658081055,773600
2001-10-26,32.891845703125,308000
2001-10-29,32.127830505371094,339800
2001-10-30,31.5988883972168,436800
2001-10-31,31.6380615234375,227400
2001-11-01,32.30414581298828,343200
2001-11-02,32.35637283325195,308000
2001-11-05,32.81999969482422,241400
2001-11-06,33.29668426513672,388000
2001-11-07,33.23793411254883,154800
2001-11-08,33.257511138916016,128200
2001-11-09,33.329341888427734,207400
2001-11-12,33.27058792114258,368400
2001-11-13,33.858280181884766,153400
2001-11-14,34.06725311279297,207800
2001-11-15,33.9594841003418,203800
2001-11-16,33.94643783569336,163800
2001-11-19,34.29254150390625,273800
2001-11-20,34.04764938354492,84000
2001-11-21,33.83869552612305,128600
2001-11-23,34.25333404541016,90800
2001-11-26,34.46229553222656,139000
2001-11-27,34.367618560791016,241400
2001-11-28,33.64278793334961,207600
2001-11-29,34.15866470336914,170400
2001-11-30,34.04764938354492,331800
2001-12-03,33.81256484985352,263800
2001-12-04,34.25661087036133,184600
2001-12-05,35.0989875793457,201000
2001-12-06,35.033695220947266,275800
2001-12-07,34.958580017089844,173400
2001-12-10,34.299068450927734,346800
2001-12-11,34.21089553833008,254400
2001-12-12,34.191307067871094,315400
2001-12-13,33.681976318359375,111000
2001-12-14,33.835418701171875,192400
2001-12-17,34.08356857299805,81600
2001-12-18,34.43617630004883,324600
2001-12-19,34.59288787841797,112200
2001-12-20,34.28273391723633,131800
2001-12-21,34.46556854248047,338200
2001-12-24,34.54193115234375,123200
2001-12-26,34.71234130859375,94600
2001-12-27,34.91225051879883,94400
2001-12-28,35.01711654663086,220000
2001-12-31,34.53865051269531,137600
2002-01-02,34.82048416137695,1627600
2002-01-03,35.194091796875,354400
2002-01-04,35.426788330078125,487200
2002-01-07,35.19738006591797,760400
2002-01-08,35.09576797485352,278600
2002-01-09,34.97780227661133,219200
2002-01-10,34.95158767700195,281000
2002-01-11,34.659908294677734,80000
2002-01-14,34.38789749145508,442600
2002-01-15,34.62385177612305,271800
