Date,Close,Volume
2008-11-19,15.544671058654783,200
2008-11-20,15.470681190490724,1900
2008-11-21,14.7980375289917,100
2008-11-24,14.7980375289917,0
2008-11-25,15.80699634552002,9600
2008-11-26,16.378734588623047,565400
2008-11-28,18.69934463500977,400
2008-12-01,15.665738105773926,20600
2008-12-02,16.002065658569336,43400
2008-12-03,15.995343208312988,62200
2008-12-04,15.672467231750488,34800
2008-12-05,16.311479568481445,28700
2008-12-08,16.47964096069336,250400
2008-12-09,16.553627014160156,56500
2008-12-10,16.560354232788086,6500
2008-12-11,16.224035263061523,16100
2008-12-12,16.143321990966797,600
2008-12-15,16.170223236083984,100
2008-12-16,17.071561813354492,13100
2008-12-17,16.869768142700195,5600
2008-12-18,16.81595230102539,20400
2008-12-19,16.721786499023438,3300
2008-12-22,16.17694664001465,3200
2008-12-23,16.432554244995117,600
2008-12-24,16.493087768554688,11300
2008-12-26,16.51949691772461,14300
2008-12-29,16.90557289123535,6400
2008-12-30,16.654966354370117,3900
2008-12-31,16.84461212158203,6500
2009-01-02,17.068119049072266,1200
2009-01-05,17.02747917175293,453900
2009-01-06,17.00039291381836,2400
2009-01-07,16.84461212158203,5100
2009-01-08,16.88524627685547,45800
2009-01-09,16.573684692382812,7000
2009-01-12,16.336631774902344,13800
2009-01-13,16.458547592163086,400
2009-01-14,15.611908912658691,16300
2009-01-15,15.37485694885254,2300
2009-01-16,16.05893898010254,4900
2009-01-20,15.632231712341309,42000
2009-01-21,15.686426162719728,1700
2009-01-22,16.052165985107422,1800
2009-01-23,15.821873664855955,12700
2009-01-26,15.977663040161133,2300
2009-01-27,16.072477340698242,11100
2009-01-28,16.24180793762207,6600
2009-01-29,15.997980117797852,1700
2009-01-30,15.889605522155762,1200
2009-02-02,15.713508605957031,1500
2009-02-03,15.997980117797852,16500
2009-02-04,15.767692565917969,5000
2009-02-05,15.909930229187012,700
2009-02-06,16.153764724731445,200
2009-02-09,16.18084144592285,8100
2009-02-10,15.984432220458984,7800
2009-02-11,15.706732749938965,2100
2009-02-12,15.79478359222412,2300
2009-02-13,15.930243492126465,11900
2009-02-17,15.388407707214355,4800
2009-02-18,15.489992141723633,1600
2009-02-19,15.293585777282717,5600
2009-02-20,15.063294410705566,18500
2009-02-23,14.914289474487305,1900
2009-02-24,15.205526351928713,2900
2009-02-25,15.117478370666504,900
2009-02-26,14.907511711120604,2100
2009-02-27,14.83301067352295,9100
2009-03-02,14.358894348144531,900
2009-03-03,14.35212516784668,8200
2009-03-04,14.56208610534668,1100
2009-03-05,14.25730323791504,1900
2009-03-06,14.196340560913086,300
2009-03-09,14.128609657287598,14500
2009-03-10,14.521450996398926,1200
2009-03-11,14.636592864990234,9700
2009-03-12,14.873649597167969,1200
2009-03-13,14.988786697387695,7000
2009-03-16,15.042973518371582,2000
2009-03-17,15.076839447021484,7200
2009-03-18,15.54417896270752,15000
2009-03-19,15.510316848754885,3900
2009-03-20,15.300349235534668,59100
2009-03-23,15.896377563476562,11500
2009-03-24,15.652549743652344,104500
2009-03-25,15.774468421936035,3400
2009-03-26,15.986343383789062,5500
2009-03-27,15.769031524658203,500
2009-03-30,15.470224380493164,26800
2009-03-31,15.599255561828612,12900
2009-04-01,15.741869926452637,3000
2009-04-02,16.033884048461914,38700
2009-04-03,16.190088272094727,10800
2009-04-06,16.06784439086914,13800
2009-04-07,15.830154418945312,3100
2009-04-08,15.898067474365234,5500
2009-04-09,16.319114685058594,18500
2009-04-13,16.38702964782715,6400
2009-04-14,16.217248916625977,16100
2009-04-15,16.332698822021484,9700
2009-04-16,16.47530746459961,29200
2009-04-17,16.49569320678711,3800
2009-04-20,16.074634552001953,37200
2009-04-21,16.278366088867188,2800
2009-04-22,16.393817901611328,3000
2009-04-23,16.366655349731445,3300
2009-04-24,16.529644012451172,1500
2009-04-27,16.448148727416992,6500
2009-04-28,16.40740203857422,5600
2009-04-29,16.59075927734375,6500
2009-04-30,16.672252655029297,11400
2009-05-01,16.679044723510742,14600
2009-05-04,17.066144943237305,7100
2009-05-05,17.011810302734375,4200
2009-05-06,17.195173263549805,21800
2009-05-07,17.005022048950195,23500
2009-05-08,17.297042846679688,6700
2009-05-11,17.106882095336914,17900
2009-05-12,17.113677978515625,22000
2009-05-13,16.814870834350586,2800
2009-05-14,16.84882926940918,5300
2009-05-15,16.808076858520508,2200
2009-05-18,17.20195960998535,3100
2009-05-19,17.208755493164062,4300
2009-05-20,17.24271583557129,2300
2009-05-21,17.066144943237305,1900
2009-05-22,17.64337921142578,2300
2009-05-26,17.2834529876709,3100
2009-05-27,17.120464324951172,12800
2009-05-28,17.222341537475586,20400
2009-05-29,17.44644546508789,9700
2009-06-01,17.677343368530273,21400
2009-06-02,17.779220581054688,2500
2009-06-03,17.589054107666016,5000
2009-06-04,17.60264015197754,9800
2009-06-05,17.575471878051758,18400
2009-06-08,17.48719024658203,4700
2009-06-09,17.670547485351562,3500
2009-06-10,17.589054107666016,3400
2009-06-11,17.697725296020508,4600
2009-06-12,17.697725296020508,12600
2009-06-15,17.405696868896484,9400
2009-06-16,17.25629425048828,1800
2009-06-17,17.276670455932617,1900
2009-06-18,17.290246963500977,2400
2009-06-19,17.45323944091797,11400
2009-06-22,17.05934715270996,1900
2009-06-23,17.106882095336914,11300
2009-06-24,17.16121482849121,10200
2009-06-25,17.408540725708008,5100
2009-06-26,17.43593978881836,6400
2009-06-29,17.511310577392578,4400
2009-06-30,17.4222412109375,4800
2009-07-01,17.545560836791992,8700
2009-07-02,17.29206657409668,2400
2009-07-06,17.18930435180664,3500
2009-07-07,17.018035888671875,9900
2009-07-08,17.011186599731445,6600
2009-07-09,17.05228614807129,1900
2009-07-10,16.94952392578125,200
2009-07-13,17.21671485900879,2300
2009-07-14,17.264667510986328,12600
2009-07-15,17.572967529296875,7500
2009-07-16,17.696279525756836,5100
2009-07-17,17.675731658935547,1600
2009-07-20,17.87441635131836,46400
2009-07-21,17.915515899658203,3600
2009-07-22,17.922372817993164,11800
2009-07-23,18.162153244018555,5000
2009-07-24,18.21010971069336,6700
2009-07-27,18.23066711425781,13400
2009-07-28,18.15530204772949,9500
2009-07-29,18.107351303100582,3200
2009-07-30,18.306028366088867,8900
2009-07-31,18.388240814208984,10100
2009-08-03,18.60062599182129,21400
2009-08-04,18.628034591674805,11500
2009-08-05,18.58692169189453,11900
2009-08-06,18.50470924377441,5800
2009-08-07,18.59377098083496,2100
2009-08-10,18.59377098083496,25100
2009-08-11,18.49785614013672,900
2009-08-12,18.628034591674805,11800
2009-08-13,18.73764991760254,6200
2009-08-14,18.55266571044922,3500
2009-08-17,18.33343505859375,3300
2009-08-18,18.48415184020996,10900
2009-08-19,18.55951690673828,20400
2009-08-20,18.6965389251709,10300
2009-08-21,18.902074813842773,4700
2009-08-24,18.88151359558105,4700
2009-08-25,18.970582962036133,11900
2009-08-26,18.970582962036133,4400
2009-08-27,19.011690139770508,14400
2009-08-28,19.011690139770508,26500
2009-08-31,18.86781311035156,2200
2009-09-01,18.655431747436523,58500
2009-09-02,18.61433219909668,19600
2009-09-03,18.723949432373047,11300
2009-09-04,18.86781311035156,9400
2009-09-08,19.039098739624023,4600
2009-09-09,19.17611312866211,5300
2009-09-10,19.30628776550293,4500
2009-09-11,19.33369255065918,19200
2009-09-14,19.33369255065918,5200
2009-09-15,19.41589736938477,10700
2009-09-16,19.65568923950196,12900
2009-09-17,19.62828826904297,4800
2009-09-18,19.641990661621094,5600
2009-09-21,19.552919387817383,7100
2009-09-22,19.66938781738281,3500
2009-09-23,19.546072006225582,18700
2009-09-24,19.38436508178711,16100
2009-09-25,19.30866813659668,7700
2009-09-28,19.4807071685791,5900
2009-09-29,19.515106201171875,4700
2009-09-30,19.4807071685791,67100
2009-10-01,19.16416358947754,3200
2009-10-02,19.0403060913086,5300
2009-10-05,19.25362205505371,6400
2009-10-06,19.432531356811523,28000
2009-10-07,19.4807071685791,2700
2009-10-08,19.60455894470215,8700
2009-10-09,19.59079360961914,6000
2009-10-12,19.65960121154785,7800
2009-10-13,19.680252075195312,7000
2009-10-14,19.941743850708008,10700
2009-10-15,19.941743850708008,16700
2009-10-16,19.824756622314453,6600
2009-10-19,19.95550537109375,7000
2009-10-20,19.86604690551757,9600
2009-10-21,19.81787872314453,3400
2009-10-22,19.921106338500977,12600
2009-10-23,19.755943298339844,13400
2009-10-26,19.54263687133789,4600
2009-10-27,19.53574180603028,20600
2009-10-28,19.17792510986328,5200
2009-10-29,19.460050582885746,6400
2009-10-30,19.14352226257324,8900
