Price,Close,Volume
Ticker,00878.TW,00878.TW
Date,,
2020-07-10,10.464895248413086,0
2020-07-13,10.457918167114258,0
2020-07-14,10.450940132141113,0
2020-07-15,10.436988830566406,0
2020-07-16,10.443964958190918,0
2020-07-17,10.388154029846191,0
2020-07-20,10.688146591186523,85251099
2020-07-21,10.981163024902344,102347500
2020-07-22,10.681171417236328,94531477
2020-07-23,10.562567710876465,90737404
2020-07-24,10.499776840209961,81082771
2020-07-27,10.450940132141113,63772163
2020-07-28,10.360245704650879,57983907
2020-07-29,10.38117790222168,25375208
2020-07-30,10.464895248413086,20137890
2020-07-31,10.499776840209961,18111199
2020-08-03,10.450940132141113,26620086
2020-08-04,10.47884750366211,31076653
2020-08-05,10.576522827148438,50629553
2020-08-06,10.569543838500977,21943256
2020-08-07,10.534660339355469,14876417
2020-08-10,10.562567710876465,9895318
2020-08-11,10.520711898803711,15819334
2020-08-12,10.471871376037598,21106293
2020-08-13,10.513731002807617,5012029
2020-08-14,10.562567710876465,9453444
2020-08-17,10.653264045715332,20573656
2020-08-18,10.653264045715332,15637697
2020-08-19,10.597450256347656,19879708
2020-08-20,10.374198913574219,128324384
2020-08-21,10.39512825012207,44156469
2020-08-24,10.423033714294434,13089841
2020-08-25,10.464895248413086,11248996
2020-08-26,10.47884750366211,6069695
2020-08-27,10.457918167114258,12936911
2020-08-28,10.443964958190918,12662546
2020-08-31,10.374198913574219,30305158
2020-09-01,10.360245704650879,26498597
2020-09-02,10.346293449401855,25512542
2020-09-03,10.38117790222168,11238659
2020-09-04,10.304433822631836,41951208
2020-09-07,10.318387031555176,16940526
2020-09-08,10.332338333129883,5888051
2020-09-09,10.290480613708496,36227560
2020-09-10,10.311408996582031,6865973
2020-09-11,10.297457695007324,13246790
2020-09-14,10.36722183227539,7196666
2020-09-15,10.388154029846191,8655190
2020-09-16,10.388154029846191,9496541
2020-09-17,10.318387031555176,17464748
2020-09-18,10.346293449401855,3801124
2020-09-21,10.276527404785156,17884425
2020-09-22,10.220712661743164,24271741
2020-09-23,10.185832023620605,20813889
2020-09-24,9.997464179992676,44948207
2020-09-25,9.934673309326172,23485066
2020-09-28,10.116063117980957,8818715
2020-09-29,10.136995315551758,4905767
2020-09-30,10.171879768371582,5764314
2020-10-05,10.14397144317627,5027516
2020-10-06,10.185832023620605,5321987
2020-10-07,10.185832023620605,4157637
2020-10-08,10.227690696716309,6100201
2020-10-12,10.220712661743164,5911203
2020-10-13,10.199782371520996,3498665
2020-10-14,10.213738441467285,4573800
2020-10-15,10.164900779724121,5061585
2020-10-16,10.116063117980957,5950979
2020-10-19,10.150945663452148,3462199
2020-10-20,10.123042106628418,3458418
2020-10-21,10.116063117980957,6777004
2020-10-22,10.116063117980957,3375634
2020-10-23,10.14397144317627,3291643
2020-10-26,10.185832023620605,3566491
2020-10-27,10.164900779724121,2600470
2020-10-28,10.150945663452148,4709823
2020-10-29,10.109088897705078,10162082
2020-10-30,10.06025218963623,10347003
2020-11-02,10.06025218963623,3250489
2020-11-03,10.123042106628418,6367577
2020-11-04,10.171879768371582,6380311
2020-11-05,10.1928071975708,5982737
2020-11-06,10.220712661743164,9864430
2020-11-09,10.297457695007324,20050098
2020-11-10,10.318387031555176,13084166
2020-11-11,10.457918167114258,32250084
2020-11-12,10.423033714294434,12340513
2020-11-13,10.443964958190918,11855482
2020-11-16,10.534660339355469,57020626
2020-11-17,10.590659141540527,35723410
2020-11-18,10.653656005859375,30748591
2020-11-19,10.646657943725586,18463342
2020-11-20,10.660656929016113,17237713
2020-11-23,10.77965259552002,28472071
2020-11-24,10.751653671264648,15787911
2020-11-25,10.737654685974121,12712697
2020-11-26,10.786652565002441,11842187
2020-11-27,10.800653457641602,14087876
2020-11-30,10.74465560913086,14277378
2020-12-01,10.828652381896973,11782642
2020-12-02,10.877649307250977,17360427
2020-12-03,10.919649124145508,13974268
2020-12-04,11.031645774841309,13831147
2020-12-07,11.136641502380371,18062581
2020-12-08,11.199639320373535,18321393
2020-12-09,11.297636032104492,13329970
2020-12-10,11.185639381408691,15981809
2020-12-11,11.185639381408691,13079776
2020-12-14,11.164640426635742,9339546
2020-12-15,10.982644081115723,11146067
2020-12-16,11.14364242553711,9494038
2020-12-17,11.136641502380371,7119455
2020-12-18,11.101643562316895,5674922
2020-12-21,11.08764362335205,5261513
2020-12-22,10.989646911621094,7051875
2020-12-23,11.017645835876465,6342927
2020-12-24,11.080644607543945,6758368
2020-12-25,11.122642517089844,6085536
2020-12-28,11.220640182495117,17984409
2020-12-29,11.213639259338379,6547643
2020-12-30,11.311637878417969,12716130
2020-12-31,11.297636032104492,5970832
2021-01-04,11.339634895324707,11092940
2021-01-05,11.346633911132812,14381492
2021-01-06,11.269638061523438,14235562
2021-01-07,11.367632865905762,11817045
2021-01-08,11.549630165100098,15334676
2021-01-11,11.668623924255371,9020751
2021-01-12,11.591628074645996,8773692
2021-01-13,11.808622360229492,11356321
2021-01-14,11.899617195129395,8224768
2021-01-15,11.808622360229492,10115188
2021-01-18,11.68962574005127,10815269
2021-01-19,11.731622695922852,5733606
