Date,Open,High,Low,Close,Volume
2009-01-02,20.756755828857422,20.756755828857422,20.756755828857422,20.756755828857422,0
2009-01-05,22.209160319786676,23.105863571166996,19.30435199162653,23.105863571166992,26338
2009-01-06,23.1058630028948,23.1058630028948,21.42612559361036,23.093233108520508,24377
2009-01-07,21.91236612354454,22.01971661450592,20.33997917175293,20.33997917175293,16672
2009-01-08,21.217737834147616,21.350350532402057,19.045446395874023,19.045446395874023,31357
2009-01-09,20.478908516850478,20.5357418462987,20.22000166245445,20.346298217773438,18391
2009-01-12,19.973723549707174,21.590312957763672,19.95477990947946,21.590312957763672,13977
2009-01-13,21.59031553950759,21.59031553950759,19.99267078508759,20.6241512298584,11554
2009-01-14,20.624147684158114,21.956571578979492,20.516797183277987,21.956571578979492,13520
2009-01-15,21.95656636380919,21.95656636380919,19.544312245175412,19.575885772705078,29872
2009-01-16,19.702185235199188,19.822165621299064,18.944408416748047,18.944408416748047,14165
2009-01-19,19.860055220369272,21.299829483032227,19.81585058917876,21.299829483032227,8872
2009-01-20,19.34224358534154,20.737815856933594,19.279096510656334,20.737815856933594,27774
2009-01-21,19.19700073166958,19.291722535051463,18.95072380198606,19.260149002075195,29100
2009-02-02,19.1970020352274,20.864110946655273,19.1970020352274,20.864110946655273,7841
2009-02-03,19.399074256825475,19.986351124736487,19.399074256825475,19.872684478759766,16223
2009-02-04,18.483431257705142,20.106335663195406,18.483431257705142,20.011613845825195,16252
2009-02-05,21.40718458582813,21.40718458582813,19.822167576312953,19.847427368164062,14257
2009-02-06,20.062129129991952,20.55468298602018,20.062129129991952,20.33366584777832,22990
2009-02-09,18.91283655117518,21.956571578979492,18.91283655117518,21.956571578979492,28135
2009-02-10,20.554686263192437,22.089183807373047,20.459965649803753,22.089183807373047,17374
2009-02-11,22.08917732116224,22.08917732116224,19.53168296813965,19.53168296813965,14060
2009-02-12,20.92094121779208,21.855531692504883,20.36523792699589,21.855531692504883,17087
2009-02-13,21.855537050765133,21.855537050765133,19.00124535090937,21.015666961669922,17924
2009-02-16,21.015658758442527,22.43648910522461,20.857788719911184,22.43648910522461,9781
2009-02-17,22.436494168384744,22.436494168384744,20.35892582324343,20.485219955444336,12662
2009-02-18,19.575890986502575,20.554685054046427,19.083335876464844,19.083335876464844,13810
2009-02-19,20.321031912319867,22.240732192993164,20.169476817180318,22.240732192993164,15551
