Date,Close,Volume
2008-11-19,16.4378662109375,1300
2008-11-20,16.04727554321289,200
2008-11-21,16.04727554321289,0
2008-11-24,16.04727554321289,0
2008-11-25,17.28634262084961,5400
2008-11-26,15.41427993774414,160100
2008-11-28,16.680286407470703,1800
2008-12-01,16.579280853271484,500
2008-12-02,16.66008758544922,1800
2008-12-03,16.720691680908203,7200
2008-12-04,16.73415756225586,4000
2008-12-05,16.713947296142578,2700
2008-12-08,16.976579666137695,3500
2008-12-09,17.508577346801758,1500
2008-12-10,17.272876739501953,7900
2008-12-11,17.037193298339844,800
2008-12-12,16.94292640686035,2500
2008-12-15,16.98332977294922,1600
2008-12-16,16.976579666137695,2500
2008-12-17,17.427762985229492,3500
2008-12-18,17.495115280151367,900
2008-12-19,17.629789352416992,9000
2008-12-22,17.205543518066406,300
2008-12-23,17.205543518066406,0
2008-12-24,17.205543518066406,0
2008-12-26,17.353702545166016,700
2008-12-29,17.29483985900879,300
2008-12-30,17.25426483154297,2800
2008-12-31,17.51805305480957,1600
2009-01-02,17.44365882873535,900
2009-01-05,17.11900520324707,153000
2009-01-06,17.267797470092773,2300
2009-01-07,17.267797470092773,0
2009-01-08,17.33542823791504,6200
2009-01-09,17.328662872314453,1200
2009-01-12,17.213682174682617,3700
2009-01-13,17.24749755859375,6700
2009-01-14,17.10546875,8900
2009-01-15,17.22045135498047,4900
2009-01-16,17.200164794921875,4000
2009-01-20,16.976957321166992,7700
2009-01-21,16.8754940032959,4600
2009-01-22,16.8754940032959,2500
2009-01-23,16.92961883544922,3400
2009-01-26,16.997249603271484,200
2009-01-27,17.044580459594727,3800
2009-01-28,17.139278411865234,5500
2009-01-29,17.06488609313965,1600
2009-01-30,16.91607093811035,200
2009-02-02,16.936376571655273,6600
2009-02-03,16.921472549438477,500
2009-02-04,16.955318450927734,900
2009-02-05,16.97564125061035,4500
2009-02-06,16.941789627075195,9200
2009-02-09,17.16514778137207,1000
2009-02-10,17.063602447509766,2300
2009-02-11,16.989168167114258,3200
2009-02-12,16.880870819091797,10300
